"Exchange","Segment","ExchSeg","Token","FullName","Symbol","TradingSymbol","Series","ISIN","LotSize","TickSize","PricePrecision","OptionType","Underlying","UnderlyingToken","StrikePrice","Expiry","FreezeQty","Lower Band","Upper Band","SurCodes","Events","ExchangeID","Multiplier","SettlementType",,,
"NSE","CM","NSECM",1720,"JAYSHREE TEA & INDUSTRIES","JAYSREETEA","JAYSREETEA-EQ","EQ","INE364A01020",1,0.01,2,,,0,0,,944292,64.55,96.81,2200,,1720,1,,,,
"NSE","CM","NSECM",21726,"MATRIMONY.COM LIMITED","MATRIMONY","MATRIMONY-EQ","EQ","INE866R01028",1,0.05,2,,,0,0,,234704,340.85,511.25,,"Final Dividend - Rs. - 5.0000","05 Aug 2026",21726,1,,,
"NSE","CM","NSECM",18543,"DIAMOND POWER INFRA LTD","DIACABS","DIACABS-EQ","EQ","INE989C01038",1,0.01,2,,,0,0,,338314,280.4,309.9,2100,2600,2700,3900,,18543,1,
"NSE","CM","NSECM",2614,"HERANBA INDUSTRIES LTD","HERANBA","HERANBA-EQ","EQ","INE694N01015",1,0.01,2,,,0,0,,571551,139.97,209.95,2200,4300,,2614,1,,,
"NSE","CM","NSECM",236,"ASIAN PAINTS LIMITED","ASIANPAINT","ASIANPAINT-EQ","EQ","INE021A01026",1,0.1,2,,,0,0,,37407,2374.2,2901.6,2100,,236,1,,,,
"NSE","CM","NSECM",759012,"GANESH CONSUMER PRODUCT L","GANESHCP","GANESHCP-EQ","EQ","INE652V01016",1,0.01,2,,,0,0,,581905,137.48,206.2,,,759012,1,,,,
"NSE","CM","NSECM",762568,"BATLIBOI LTD.","BATLIBOI","BATLIBOI-EQ","EQ","INE177C01022",1,0.01,2,,,0,0,,1177416,67.95,101.91,,"Final Dividend - Rs. - 0.6000","31 Jul 2026",762568,1,,,
"NSE","CM","NSECM",30155,"AXISAMC-VALUEAXIS","VALUEAXIS","VALUEAXIS-EQ","EQ","INF846KA1119",1,0.01,2,,,0,0,,338408,26.05,39.07,,,30155,1,,,,
"NSE","CM","NSECM",25851,"ICICIPRAMC - VAL30IETF","VAL30IETF","VAL30IETF-EQ","EQ","INF109KC16X5",1,0.01,2,,,0,0,,1037464,12.24,18.34,,,25851,1,,,,
"NSE","CM","NSECM",17419,"MIRAEAMC - BANKETF","BANKETF","BANKETF-EQ","EQ","INF769K01KR3",1,0.01,2,,,0,0,,173423,461.29,691.93,,,17419,1,,,,
"NSE","CM","NSECM",12842,"G1NSETEST","G1NSETEST","G1NSETEST-EQ","EQ","DUMMYSAN002",1,0.05,2,,,0,0,,0,156,234,,,12842,1,,,,
"NSE","CM","NSECM",18220,"KIRLOSKAR ELECTRIC CO LTD","KECL","KECL-EQ","EQ","INE134B01017",1,0.01,2,,,0,0,,800952,112.37,137.33,2100,,18220,1,,,,
"NSE","CM","NSECM",30455,"SPECTRUM ELECTRIC IND LTD","SPECTRUM","SPECTRUM-EQ","EQ","INE01EO01010",1,0.1,2,,,0,0,,43824,1825.3,2737.9,201,2100,,30455,1,,,
"NSE","CM","NSECM",762767,"MADHAV INFRA PROJECTS L","MADHAVIPL","MADHAVIPL-EQ","EQ","INE631R01026",1,0.01,2,,,0,0,,8815316,6.28,9.42,,,762767,1,,,,
"NSE","CM","NSECM",762548,"ASHIKA GLOBAL SEC LTD","ASHIKAG","ASHIKAG-EQ","EQ","INE094B01013",1,0.05,2,,,0,0,,250458,319.4,479.1,,,762548,1,,,,
"NSE","CM","NSECM",10723,"ICICIPRAMC - ICICIINFRA","INFRAIETF","INFRAIETF-EQ","EQ","INF109KC16E5",1,0.01,2,,,0,0,,1048404,76.31,114.45,,,10723,1,,,,
"NSE","CM","NSECM",759374,"MOTILALAMC - MOENERGY","MOENERGY","MOENERGY-EQ","EQ","INF247L01GH7",1,0.01,2,,,0,0,,580750,31.31,46.95,,,759374,1,,,,
"NSE","CM","NSECM",11423,"DATAMATICS GLOBAL SER LTD","DATAMATICS","DATAMATICS-EQ","EQ","INE365B01017",1,0.05,2,,,0,0,,121699,657.2,985.8,,,11423,1,,,,
"NSE","CM","NSECM",14778,"131NSETEST","131NSETEST","131NSETEST-EQ","EQ","DUMMYSAN017",1,0.05,2,,,0,0,,0,180,220,,,14778,1,,,,
"NSE","CM","NSECM",23693,"INDEGENE LIMITED","INDGN","INDGN-EQ","EQ","INE065X01017",1,0.05,2,,,0,0,,202882,394.15,591.15,,"Final Dividend - Rs. - 2.2500","31 Jul 2026",23693,1,,,
"NSE","CM","NSECM",28046,"ONE MOBIKWIK SYSTEMS LTD","MOBIKWIK","MOBIKWIK-EQ","EQ","INE0HLU01028",1,0.01,2,,,0,0,,497416,160.82,241.22,2200,,28046,1,,,,
"NSE","CM","NSECM",13496,"PRIME FOCUS LIMITED","PFOCUS","PFOCUS-EQ","EQ","INE367G01038",1,0.01,2,,,0,0,,345314,231.44,347.14,2100,3200,4300,,13496,1,,
"NSE","CM","NSECM",17957,"MMTC LIMITED","MMTC","MMTC-EQ","EQ","INE123F01029",1,0.01,2,,,0,0,,1624498,49.22,73.82,,,17957,1,,,,
"NSE","CM","NSECM",12026,"SHREE RENUKA SUGARS LTD","RENUKA","RENUKA-EQ","EQ","INE087H01022",1,0.01,2,,,0,0,,4497497,17.79,26.67,2200,,12026,1,,,,
"NSE","CM","NSECM",8003,"BIRLASLAMC - SILVER","SILVER","SILVER-EQ","EQ","INF209KB19F6",1,0.01,2,,,0,0,,453204,176.5,264.74,,,8003,1,,,,
"NSE","CM","NSECM",13211,"JAGRAN PRAKASHAN LIMITED","JAGRAN","JAGRAN-EQ","EQ","INE199G01027",1,0.01,2,,,0,0,,1591051,50.28,75.42,,,13211,1,,,,
"NSE","CM","NSECM",15179,"ECLERX SERVICES LTD","ECLERX","ECLERX-EQ","EQ","INE738I01010",1,0.1,2,,,0,0,,53701,1489.2,2233.8,501,,15179,1,,,,
"NSE","CM","NSECM",5528,"KOTHARI PRODUCTS LTD","KOTHARIPRO","KOTHARIPRO-EQ","EQ","INE823A01017",1,0.01,2,,,0,0,,1468854,54.47,81.69,2100,2300,,5528,1,,,
"NSE","CM","NSECM",20760,"R.P.P INFRA PROJECTS LTD","RPPINFRA","RPPINFRA-EQ","EQ","INE324L01013",1,0.01,2,,,0,0,,1621458,49.2,73.8,4200,4300,,20760,1,,,
"NSE","CM","NSECM",11532,"ULTRATECH CEMENT LIMITED","ULTRACEMCO","ULTRACEMCO-EQ","EQ","INE481G01011",1,1,2,,,0,0,,8250,10662,13030,,"Final Dividend - Rs. - 240.0000","30 Jul 2026",11532,1,,,
"NSE","CM","NSECM",17616,"DSPAMC - DSPPSBKETF","PSUBANKADD","PSUBANKADD-EQ","EQ","INF740KA1SY9",1,0.01,2,,,0,0,,1191158,67.16,100.74,,,17616,1,,,,
"NSE","CM","NSECM",21828,"TEXMACO RAIL & ENG. LTD.","TEXRAIL","TEXRAIL-EQ","EQ","INE621L01012",1,0.01,2,,,0,0,,908120,88.07,132.09,,,21828,1,,,,
"NSE","CM","NSECM",1145,"GUJ IND POW CO. LTD","GIPCL","GIPCL-EQ","EQ","INE162A01010",1,0.01,2,,,0,0,,635918,125.79,188.67,,,1145,1,,,,
"NSE","CM","NSECM",28662,"DAM CAPITAL ADVISORS LTD","DAMCAPITAL","DAMCAPITAL-EQ","EQ","INE284H01025",1,0.01,2,,,0,0,,633345,126.31,189.45,,,28662,1,,,,
"NSE","CM","NSECM",758165,"GROWWAMC - GROWWPOWER","GROWWPOWER","GROWWPOWER-EQ","EQ","INF666M01LM6",1,0.01,2,,,0,0,,7320043,9.37,14.05,,,758165,1,,,,
"NSE","CM","NSECM",19126,"KIOCL LIMITED","KIOCL","KIOCL-EQ","EQ","INE880L01014",1,0.05,2,,,0,0,,286249,279,418.5,2100,,19126,1,,,,
"NSE","CM","NSECM",757167,"MOTILALAMC - MONEXT50","MONEXT50","MONEXT50-EQ","EQ","INF247L01FD8",1,0.01,2,,,0,0,,116737,57.32,85.98,,,757167,1,,,,
"NSE","CM","NSECM",2514,"OSWAL AGRO MILLS LTD","OSWALAGRO","OSWALAGRO-EQ","EQ","INE142A01012",1,0.01,2,,,0,0,,2672344,33.68,41.16,2100,2300,4300,,2514,1,,
"NSE","CM","NSECM",19585,"BSE LIMITED","BSE","BSE-EQ","EQ","INE118H01025",1,0.1,2,,,0,0,,28143,3194.8,3904.6,2100,,19585,1,,,,
"NSE","CM","NSECM",3321,"SPML INFRA LIMITED","SPMLINFRA","SPMLINFRA-EQ","EQ","INE937A01023",1,0.01,2,,,0,0,,501482,159.52,239.26,,,3321,1,,,,
"NSE","CM","NSECM",19597,"IRM ENERGY LIMITED","IRMENERGY","IRMENERGY-EQ","EQ","INE07U701015",1,0.05,2,,,0,0,,392816,229.1,280,201,,19597,1,,,,
"NSE","CM","NSECM",10768,"ORIENTAL AROMATICS LTD","OAL","OAL-EQ","EQ","INE959C01023",1,0.05,2,,,0,0,,268083,298.4,447.6,2100,"Final Dividend - Rs. - 0.5000","05 Aug 2026",10768,1,,,
"NSE","CM","NSECM",393,"GLOBE ENTERPRISE (I) LTD","GLOBE","GLOBE-EQ","EQ","INE581X01021",1,0.01,2,,,0,0,,14728693,1.72,2.56,,,393,1,,,,
"NSE","CM","NSECM",9253,"NILA INFRASTRUCTURES LTD","NILAINFRA","NILAINFRA-EQ","EQ","INE937C01029",1,0.01,2,,,0,0,,12880175,5.86,8.78,,,9253,1,,,,
"NSE","CM","NSECM",5407,"CARTRADE TECH LIMITED","CARTRADE","CARTRADE-EQ","EQ","INE290S01011",1,0.1,2,,,0,0,,37601,2125.2,3187.6,2100,3300,3900,,5407,1,,
"NSE","CM","NSECM",11377,"BANK OF MAHARASHTRA","MAHABANK","MAHABANK-EQ","EQ","INE457A01014",1,0.01,2,,,0,0,,1230647,64.83,97.23,,,11377,1,,,,
"NSE","CM","NSECM",18151,"TVS SUPPLY CHAIN SOL L","TVSSCS","TVSSCS-EQ","EQ","INE395N01027",1,0.01,2,,,0,0,,750887,119.82,146.44,2100,,18151,1,,,,
"NSE","CM","NSECM",3048,"SHIPPING CORP OF INDIA LT","SCI","SCI-EQ","EQ","INE109A01011",1,0.05,2,,,0,0,,363322,220.1,330.1,,,3048,1,,,,
"NSE","CM","NSECM",9219,"TPL PLASTECH LIMITED","TPLPLASTEH","TPLPLASTEH-EQ","EQ","INE413G01022",1,0.01,2,,,0,0,,1300387,61.52,92.28,,,9219,1,,,,
"NSE","CM","NSECM",18214,"TEXMO PIPE & PRODUCTS LTD","TEXMOPIPES","TEXMOPIPES-EQ","EQ","INE141K01013",1,0.01,2,,,0,0,,954675,34.44,51.64,,,18214,1,,,,
"NSE","CM","NSECM",758145,"SRI LOTUS DEVLPRS N RTY L","LOTUSDEV","LOTUSDEV-EQ","EQ","INE0V9Q01010",1,0.01,2,,,0,0,,554211,171.38,189.4,2600,2900,,758145,1,,,
"NSE","CM","NSECM",20293,"TATA TECHNOLOGIES LIMITED","TATATECH","TATATECH-EQ","EQ","INE142M01025",1,0.05,2,,,0,0,,140492,568.8,853.2,2100,,20293,1,,,,
"NSE","CM","NSECM",760183,"CLEAN MAX ENVIRO EN SOL L","CLEANMAX","CLEANMAX-EQ","EQ","INE647U01026",1,0.1,2,,,0,0,,68634,1165.6,1748.2,2100,4100,,760183,1,,,
"NSE","CM","NSECM",29087,"QUADRANT FUTURE TEK LTD","QUADFUTURE","QUADFUTURE-EQ","EQ","INE0LRY01011",1,0.05,2,,,0,0,,276958,288.85,433.25,2200,,29087,1,,,,
"NSE","CM","NSECM",762757,"KWALITY PHARMACEUTICALS L","KPL","KPL-EQ","EQ","INE552U01010",1,0.1,2,,,0,0,,35942,2225.4,3338,3300,3900,,762757,1,,,
"NSE","CM","NSECM",21423,"MOTILAL OS MIDCAP100 ETF","MOM100","MOM100-EQ","EQ","INF247L01023",1,0.01,2,,,0,0,,1502959,53.23,79.83,,,21423,1,,,,
"NSE","CM","NSECM",12603,"PRECISION CAMSHAFTS LTD.","PRECAM","PRECAM-EQ","EQ","INE484I01029",1,0.01,2,,,0,0,,721226,110.92,166.38,4300,"Final Dividend - Rs. - 1.0000","23 Jul 2026",12603,1,,,
"NSE","CM","NSECM",14101,"PTL ENTERPRISES LTD","PTL","PTL-EQ","EQ","INE034D01049",1,0.01,2,,,0,0,,2547064,31.41,47.11,,,14101,1,,,,
"NSE","CM","NSECM",24366,"SBIAMC - SBISILVER","SBISILVER","SBISILVER-EQ","EQ","INF200KB1217",1,0.01,2,,,0,0,,461727,173.24,259.86,,,24366,1,,,,
"NSE","CM","NSECM",12490,"VINNY OVERSEAS LIMITED","VINNY","VINNY-EQ","EQ","INE01KI01027",1,0.01,2,,,0,0,,15213563,0.86,1.28,2100,,12490,1,,,,
"NSE","CM","NSECM",3481,"THOMAS COOK (INDIA) LTD","THOMASCOOK","THOMASCOOK-EQ","EQ","INE332A01027",1,0.01,2,,,0,0,,1021665,78.28,117.42,,"Final Dividend - Rs. - 0.5000","27 Aug 2026",3481,1,,,
"NSE","CM","NSECM",763784,"ALLCARGO GLOBAL LIMITED","AGL","AGL-EQ","EQ","INE1YPB01014",1,0.01,2,,,0,0,,7948740,11.33,13.83,3700,3900,,763784,1,,,
"NSE","CM","NSECM",19943,"DEEPAK NITRITE LTD","DEEPAKNTR","DEEPAKNTR-EQ","EQ","INE288B01029",1,0.1,2,,,0,0,,60830,1313.7,1970.5,,"Final Dividend - Rs. - 7.5000","27 Jul 2026",19943,1,,,
"NSE","CM","NSECM",758558,"KALPATARU LIMITED","KALPATARU","KALPATARU-EQ","EQ","INE227J01012",1,0.05,2,,,0,0,,375380,239.75,292.95,2100,,758558,1,,,,
"NSE","CM","NSECM",19205,"HEADS UP VENTURES LIMITED","HEADSUP","HEADSUP-EQ","EQ","INE759V01019",1,0.01,2,,,0,0,,722100,5.69,8.53,2200,2300,,19205,1,,,
"NSE","CM","NSECM",2616,"SEAMEC LIMITED","SEAMECLTD","SEAMECLTD-EQ","EQ","INE497B01018",1,0.1,2,,,0,0,,71595,1117.1,1675.5,,,2616,1,,,,
"NSE","CM","NSECM",6125,"GOODLUCK INDIA LIMITED","GOODLUCK","GOODLUCK-EQ","EQ","INE127I01024",1,0.1,2,,,0,0,,66143,1209.3,1813.9,,,6125,1,,,,
"NSE","CM","NSECM",764121,"RIR POWER ELECTRONICS L","RIR","RIR-EQ","EQ","INE302D01024",1,0.01,2,,,0,0,,634827,126.01,189.01,,,764121,1,,,,
"NSE","CM","NSECM",2306,"BEST AGROLIFE LIMITED","BESTAGRO","BESTAGRO-EQ","EQ","INE052T01021",1,0.01,2,,,0,0,,6596172,12.13,18.19,2100,4300,,2306,1,,,
"NSE","CM","NSECM",18143,"JIO FIN SERVICES LTD","JIOFIN","JIOFIN-EQ","EQ","INE758E01017",1,0.01,2,,,0,0,,422600,211.24,258.18,2100,,18143,1,,,,
"NSE","CM","NSECM",2492,"SILGO RETAIL LIMITED","SILGO","SILGO-EQ","EQ","INE01II01013",1,0.01,2,,,0,0,,1284789,59.25,88.87,2100,2300,,2492,1,,,
"NSE","CM","NSECM",1879,"CARYSIL LIMITED","CARYSIL","CARYSIL-EQ","EQ","INE482D01024",1,0.1,2,,,0,0,,88825,900.6,1350.8,,,1879,1,,,,
"NSE","CM","NSECM",758952,"EDELAMC - ELM250","ELM250","ELM250-EQ","EQ","INF754K01VV4",1,0.01,2,,,0,0,,3127349,13.12,19.66,,,758952,1,,,,
"NSE","CM","NSECM",1267,"GUJARAT ALKALIES & CHEM","GUJALKALI","GUJALKALI-EQ","EQ","INE186A01019",1,0.05,2,,,0,0,,148138,607.35,742.25,2100,,1267,1,,,,
"NSE","CM","NSECM",16658,"SIGMA SOLVE LIMITED","SIGMA","SIGMA-EQ","EQ","INE0A0S01028",1,0.01,2,,,0,0,,2626721,30.46,45.68,,,16658,1,,,,
"NSE","CM","NSECM",13404,"SUN TV NETWORK LIMITED","SUNTV","SUNTV-EQ","EQ","INE424H01027",1,0.05,2,,,0,0,,205317,389.55,584.25,,,13404,1,,,,
"NSE","CM","NSECM",1030,"AARON INDUSTRIES LIMITED","AARON","AARON-EQ","EQ","INE721Z01010",1,0.01,2,,,0,0,,684948,108.2,162.3,,,1030,1,,,,
"NSE","CM","NSECM",24861,"ICICIPRAMC - METALIETF","METALIETF","METALIETF-EQ","EQ","INF109KC19W1",1,0.01,2,,,0,0,,7967773,10.04,15.06,,,24861,1,,,,
"NSE","CM","NSECM",16807,"LOTUS EYE HOSP & INST L","LOTUSEYE","LOTUSEYE-EQ","EQ","INE947I01017",1,0.01,2,,,0,0,,680038,95.25,142.87,201,2100,,16807,1,,,
"NSE","CM","NSECM",14657,"INSECTICIDES (I) LTD","INSECTICID","INSECTICID-EQ","EQ","INE070I01018",1,0.05,2,,,0,0,,162306,492.9,739.3,,,14657,1,,,,
"NSE","CM","NSECM",759311,"CANARA ROBECO AMC LIMITED","CRAMC","CRAMC-EQ","EQ","INE218I01013",1,0.01,2,,,0,0,,384675,207.96,311.94,,,759311,1,,,,
"NSE","CM","NSECM",7227,"C.E. INFO SYSTEMS LIMITED","MAPMYINDIA","MAPMYINDIA-EQ","EQ","INE0BV301023",1,0.05,2,,,0,0,,89478,893.7,1340.5,3200,4300,"Final Dividend - Rs. - 3.5000","04 Aug 2026",7227,1,,
"NSE","CM","NSECM",1565,"RAVINDER HEIGHTS LIMITED","RVHL","RVHL-EQ","EQ","INE09E501017",1,0.01,2,,,0,0,,2005350,36.7,55.04,2300,4300,,1565,1,,,
"NSE","CM","NSECM",4105,"SIL INVESTMENTS LIMITED","SILINV","SILINV-EQ","EQ","INE923A01015",1,0.05,2,,,0,0,,240991,332,497.9,2300,"Dividend - Rs. - 2.5000","24 Jul 2026",4105,1,,,
"NSE","CM","NSECM",759381,"MONEYBOXX FINANCE LIMITED","MONEYBOXX","MONEYBOXX-EQ","EQ","INE296Q01012",1,0.01,2,,,0,0,,1667461,47.98,71.96,2100,2300,,759381,1,,,
"NSE","CM","NSECM",11287,"UPL LIMITED","UPL","UPL-EQ","EQ","INE628A01036",1,0.05,2,,,0,0,,165456,542.25,662.65,,,11287,1,,,,
"NSE","CM","NSECM",17758,"SARDA ENERGY & MIN LTD","SARDAEN","SARDAEN-EQ","EQ","INE385C01021",1,0.05,2,,,0,0,,199094,401.8,602.7,,,17758,1,,,,
"NSE","CM","NSECM",764173,"SBI FUNDS MANAGEMENT LTD","SBIFUNDS","SBIFUNDS-EQ","EQ","INE640G01020",1,0.05,2,,,0,0,,169055,528.6,646,,,764173,1,,,,
"NSE","CM","NSECM",9678,"SOUTH WEST PINNACLE LTD","SOUTHWEST","SOUTHWEST-EQ","EQ","INE980Y01015",1,0.01,2,,,0,0,,427940,186.94,280.4,,,9678,1,,,,
"NSE","CM","NSECM",2107,"STOVE KRAFT LIMITED","STOVEKRAFT","STOVEKRAFT-EQ","EQ","INE00IN01015",1,0.05,2,,,0,0,,129283,618.75,928.05,2100,,2107,1,,,,
"NSE","CM","NSECM",750518,"VEDANTA POWER LIMITED","VEDPOWER","VEDPOWER-EQ","EQ","INE694L01019",1,0.01,2,,,0,0,,2854582,28.01,42.01,2200,,750518,1,,,,
"NSE","CM","NSECM",13656,"ALICON CASTALLOY LIMITED","ALICON","ALICON-EQ","EQ","INE062D01024",1,0.05,2,,,0,0,,157142,509.1,763.6,,,13656,1,,,,
"NSE","CM","NSECM",24823,"MANGAL CREDIT N FINCORP L","MANCREDIT","MANCREDIT-EQ","EQ","INE545L01039",1,0.01,2,,,0,0,,465034,172.03,258.03,,,24823,1,,,,
"NSE","CM","NSECM",3721,"TATA COMMUNICATIONS LTD","TATACOMM","TATACOMM-EQ","EQ","INE151A01013",1,0.1,2,,,0,0,,56143,1420.3,2130.3,2100,,3721,1,,,,
"NSE","CM","NSECM",14667,"K M SUGAR MILLS LTD","KMSUGAR","KMSUGAR-EQ","EQ","INE157H01023",1,0.01,2,,,0,0,,3008404,22.13,33.19,,,14667,1,,,,
"NSE","CM","NSECM",7965,"MALLCOM (INDIA) LIMITED","MALLCOM","MALLCOM-EQ","EQ","INE389C01015",1,0.1,2,,,0,0,,96250,831.2,1246.6,2300,,7965,1,,,,
"NSE","CM","NSECM",19931,"ORISSA MIN DEV CO LTD","ORISSAMINE","ORISSAMINE-EQ","EQ","INE725E01024",1,0.1,2,,,0,0,,26686,2997.6,4496.4,2100,,19931,1,,,,
"NSE","CM","NSECM",761511,"MIRAEAMC - VALUE","VALUE","VALUE-EQ","EQ","INF769K01QV2",1,0.01,2,,,0,0,,277374,12.8,19.18,,,761511,1,,,,
"NSE","CM","NSECM",13637,"JM FINANCIAL LIMITED","JMFINANCIL","JMFINANCIL-EQ","EQ","INE780C01023",1,0.01,2,,,0,0,,818734,97.64,146.46,,,13637,1,,,,
"NSE","CM","NSECM",759969,"PAUSHAK LIMITED","PAUSHAKLTD","PAUSHAKLTD-EQ","EQ","INE111F01024",1,0.05,2,,,0,0,,177775,450,674.9,,"Final Dividend - Rs. - 2.5000","23 Jul 2026",759969,1,,,
"NSE","CM","NSECM",23864,"AWFIS SPACE SOLUTIONS LTD","AWFIS","AWFIS-EQ","EQ","INE108V01019",1,0.05,2,,,0,0,,367833,217.5,326.2,4300,,23864,1,,,,
"NSE","CM","NSECM",1185,"AMBER ENTERPRISES (I) LTD","AMBER","AMBER-EQ","EQ","INE371P01015",1,0.5,2,,,0,0,,13753,6535.5,7987.5,2100,,1185,1,,,,
"NSE","CM","NSECM",12022,"AURIONPRO SOLN LTD","AURIONPRO","AURIONPRO-EQ","EQ","INE132H01018",1,0.05,2,,,0,0,,121132,660.4,990.5,,,12022,1,,,,
"NSE","CM","NSECM",5633,"J & K BANK LTD.","J&KBANK","J&KBANK-EQ","EQ","INE168A01041",1,0.01,2,,,0,0,,579220,138.06,207.08,4100,,5633,1,,,,
"NSE","CM","NSECM",2018,"LUMAX INDUSTRIES LTD","LUMAXIND","LUMAXIND-EQ","EQ","INE162B01018",1,0.5,2,,,0,0,,19442,4114,6170,,"Final Dividend - Rs. - 55.0000","06 Aug 2026",2018,1,,,
"NSE","CM","NSECM",756871,"SIEMENS ENERGY INDIA LTD","ENRIN","ENRIN-EQ","EQ","INE1NPP01017",1,0.1,2,,,0,0,,30625,2592.2,3888.2,2100,,756871,1,,,,
"NSE","CM","NSECM",18268,"AEROFLEX INDUSTRIES LTD","AEROFLEX","AEROFLEX-EQ","EQ","INE024001021",1,0.05,2,,,0,0,,237532,378.8,462.9,201,2100,,18268,1,,,
"NSE","CM","NSECM",10346,"DIGICONTENT LIMITED","DGCONTENT","DGCONTENT-EQ","EQ","INE03JI01017",1,0.01,2,,,0,0,,1902716,19.28,28.92,1500,2100,2300,,10346,1,,
"NSE","CM","NSECM",762834,"PAUL MERCHANTS LTD.","PML","PML-EQ","EQ","INE291E01019",1,0.05,2,,,0,0,,100845,388.5,582.7,2300,,762834,1,,,,
"NSE","CM","NSECM",136,"ANDHRA SUGARS LTD","ANDHRSUGAR","ANDHRSUGAR-EQ","EQ","INE715B01021",1,0.01,2,,,0,0,,1158284,69.07,103.59,,,136,1,,,,
"NSE","CM","NSECM",762961,"ULTRAMARINE & PIGMENTS L","ULTRAMAR","ULTRAMAR-EQ","EQ","INE405A01021",1,0.05,2,,,0,0,,263499,303.6,455.4,,,762961,1,,,,
"NSE","CM","NSECM",764050,"GYFTR LIMITED","GYFTR","GYFTR-EQ","EQ","INE724A01017",1,0.01,2,,,0,0,,668845,119.61,179.41,2300,,764050,1,,,,
"NSE","CM","NSECM",5049,"CLEAN SCIENCE & TECH LTD","CLEAN","CLEAN-EQ","EQ","INE227W01023",1,0.05,2,,,0,0,,138591,576.8,865.2,,,5049,1,,,,
"NSE","CM","NSECM",25340,"VASWANI IND LTD","VASWANI","VASWANI-EQ","EQ","INE590L01019",1,0.01,2,,,0,0,,1077338,42.02,63.02,2300,,25340,1,,,,
"NSE","CM","NSECM",20296,"SHAH METACORP LIMITED","SHAH","SHAH-EQ","EQ","INE482J01021",1,0.01,2,,,0,0,,22882546,3.5,5.24,,,20296,1,,,,
"NSE","CM","NSECM",4235,"WENDT (INDIA) LIMITED","WENDT","WENDT-EQ","EQ","INE274C01019",1,0.5,2,,,0,0,,12382,6460,9689,2100,,4235,1,,,,
"NSE","CM","NSECM",10794,"CANARA BANK","CANBK","CANBK-EQ","EQ","INE476A01022",1,0.01,2,,,0,0,,789145,113.09,138.21,,,10794,1,,,,
